headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,grant,"〈C〉《...への》補助金, 奨学金《to ...》 / 〈U〉《…の》授与,交付, 承認《of ...》",/ɡrænt/,18396,His project was funded by grants.,彼のプロジェクトは助成金でまかなわれている。,43800
,,,ground,"〈U〉《the~》地面 / 土, 土地 / 〈C〉(特定の目的のための) 場所 / 《複数形で》(建物の回りの) 庭, 構内 / 根拠 /",/ɡraʊnd/,18639,The ground was wet from the rain.,雨で地面が濡れていた。,1624317
,,,guard,"〈C〉見張り, 番人 / 《英》(列車・電車の) 車掌 / 〈U〉《...を》警戒すること《against ...》",/ɡɑrd/,18728,The security guard patrols the building every night.,セキュリティーガードは毎晩ビルを巡回します。,2999367
,,,guide,"〈C〉指導者, 案内人 / 指標, 道しるべ / 旅行案内 / 《…の》手引き, 入門書《to ...》",/ɡaɪd/,18754,The tour guide showed us around the city.,ツアーガイドが私たちに街を案内してくれました。,2999375
,,,have,【動/他】を持っている / （親類・友人など）がいる / (特質・付属物として)...を備えている / 《~ to do》...しなければならない / 【名/C】《くだけて》(財産・社会的地位などを)持っている人,/hæv/,19390,I have a cat.,私は飼っています/猫を,2999545
,,,heat,"〈U〉熱さ, 暑さ / 熱度,温度 / 暖房装置 / 熱心, 《...の》最高潮 《of ...》",/hit/,19543,The heat of the sun was unbearable.,太陽の熱は耐えられなかった。,2999603
,,,hurt,"〈身体・身体の一部〉に苦痛を与える, 〈人〉にけがをさせる / 〈物〉に損害を与える / 〈身体の一部が〉痛む",/hɜrt/,20689,He hurt himself when he fell.,彼は転んだときに怪我をした。,1623455
,,,if,《仮定・条件を表して》もし…ならば / 《譲歩を表して》たとえ…でも([[even though]]) / …するといつでも / 《間接疑問文を導いて》…かどうか,/ɪf/,20972,"If you go to the store, don't forget to buy milk.",もしお店に行くのなら、牛乳を買うのを忘れないでね。,1625287
,,,illustrate,"を説明する,を例証する,を例解する,を解説する / の例証として役立つ / に図解を入れる",/ˈɪləstreɪt/,21048,This diagram will illustrate the process of photosynthesis.,この図は光合成の過程を説明します。,1628191
,,,in,"《具体的な場所,位置》...の中に（で）  / ...において / 《移動を表す動詞と共に》…の中へ / (乗り物)に乗って / ...の状態に / ...に従事して / ...を身につけて / 《~ doing》…するときに / 《時間》...して, ...が経過したあと / ...の間に / ...については /《方法・手段・材料》…で",/ɪn/,21312,I left my keys in the car.,私は車の中に鍵を置き忘れました。,3000059
,,,involve,"...を伴う / 《...に》〈人〉を巻き込む, ...を関与させる《in ...》 / 《Aに》を夢中にさせる《be ~ in,with A》",/ɪnˈvɒlv/,22494,I involve myself in various activities.,私はさまざまな活動に関わっています。,1628207
,,,issue,"〈C〉問題, 問題点 / 〈U〉(印刷物などの) 発行, (法令などの)発布 / 〈C〉発行物",/ˈɪʃuː/,22678,The company is facing a major issue with its supply chain.,会社は供給チェーンに重大な問題を抱えています。,3000417
,,,just,"ちょうど / 《完了形と共に用いて》たったいま  / 《しばしばonlyと共に用いて》 ようやく / 単に, ただ / 《命令文で》ちょっと / 《話》全く",/dʒʌst/,23177,He just arrived at the airport.,彼は今、空港に到着した。,1623509
,,,lean,"〈建物などが〉傾く / 上体を曲げる / 《...に》もたれる 《on, upon, against ...》 / 《...のことで...に》頼る 《on, upon ... for ...》 / 〈体・頭など〉を曲げる / 《...に》...をもたれかける《against, on, upon ...》",/liːn/,24113,She is trying to lean against the wall for support.,彼女は支えとして壁に寄りかかろうとしています。,3000776
,,,least,"最も小さい, 最も少ない",/liːst/,24131,He has the least amount of money among all his friends.,彼は友達の中で一番お金が少ない。,3000787
,,,leave,"...を去る,を離れる / (学校など) をやめる / 《~ A B》 AをBのままにしておく / 《...に》 ...をゆだねる, を任せる 《to ...》 / 《...に向けて》 去る, 出発する 《for ...》",/liːv/,24141,He left the office at 5 o'clock.,彼は５時にオフィスを去った。,1623528
,,,level,(土地などが)平らな /  同じ高さ(程度)の,/ˈlɛvəl/,24340,The ground is level and easy to walk on.,地面は平らで歩きやすいです。,3000823
,,,light,"〈U〉光,光線;明るさ / 〈U〉夜明け;日中;日光 / 〈C〉明かり / 〈U〉《時にa~》光輝([[brightness]]),(目などの)輝き / 〈C〉(点火するための)火,火花 / 〈C〉《通例単数形で》(絵などの)明るい部分 / 〈U〉《…についての》知識,情報,理解《on ...》 / 〈C〉(ものを見る)観点,見地 / 〈C〉この世に光を与える人;指導的な人物",/laɪt/,24477,The light from the sun is warm and comforting.,太陽の光は暖かくて心地よいです。,3000862
,,,loan,"〈U〉《...の》貸し付け《of ...》 / 〈C〉貸付金, 貸与物",/loʊn/,24824,I need to apply for a loan to buy a new car.,新しい車を買うためにローンを申し込む必要があります。,3000956
,,,me,私を(に)  / 《話》私(=I),/miː/,26204,Can you help me?,私を助けてくれますか？,1623554
,,,maximum,〈C〉(量・数・程度の) 最大限,/mækˈsɪməm/,26169,"This hall holds a maximum of 1,000 people.",このホールは最大で１０００人収容できる。,134898
,,,look,〈自〉(ある状態に)見える / 〈他〉をじっと見る,/lʊk/,25008,Look at the beautiful sunset!,美しい夕日を見てごらん！,1623206
,,,measurement,〈U〉測定〈C〉寸法〈U〉測定法,/mɛʒərmənt/,26246,I need to take a measurement of the room before buying furniture.,家具を買う前に部屋の寸法を測らなければなりません。,3001314
,,,mechanism,"〈C〉機械;(部分的な)機械装置  / 〈C〉(機械装置に似た)機構  / 〈C〉(物事が行われる)仕組み,方法  / 〈U〉機械論",/məˈkænɪzəm/,26264,The mechanism of the clock is very intricate.,時計の仕組みは非常に複雑です。,3001317
,,,medical,"医学の,医術の;医者の  / 内科の;内科治療を要する  / 診察",/mɛdɪkəl/,26290,He is studying medical science at university.,彼は大学で医学を勉強しています。,3001324
,,,menu,"(レストランの)メニュー,献立表  / 料理",/'mɛnjuː/,26455,"Can I see the menu, please?",メニューを見せてもらえますか？,3001357
,,,mile,"〈C〉マイル(長さの単位;1609メートル)  / 《the ~》1マイル競走(mile race)  / 〈C〉《複数形で》《話》長い距離;多量,たくさん",/maɪl/,26796,I ran a mile today.,今日、私は1マイル走りました。,3001456
,,,military,"軍隊の,軍人の,戦争の  / 軍隊(陸・海・空軍を含む)(the armed forces)",/mɪləˈtɛri/,26811,The military conducted a training exercise.,軍隊は訓練演習を行った。,3001460
,,,mark,"〈C〉《…の表面についた》 跡 《on ...》 / 印, 記号 / 《おもに英》(学業などの)点数 / (ある性質の) 徴候, 特徴 / (思想・生活などに及ぼす) 影響 / 的, 標的",/mɑːrk/,25904,Mark your calendar for the upcoming event.,今後のイベントのためにカレンダーに印をつけてください。,3001213
,,,minimum,"《通例単数形で》最小限,最小量  / (数学で)極小,最小値,極小値",/mɪnɪməm/,26947,The damage was held to a minimum.,被害は最小限に食い止められた。,11677
,,,master,"主人,雇主 / 精通者,師匠",/'mæstər/,26041,The dog obeyed its master's commands.,犬は主人の命令に従った。,3001250
,,,match,〈C〉(1本の)マッチ /  (昔の)火縄[銃],/mætʃ/,26078,I found a match in my pocket.,ポケットの中にマッチを見つけました。,3009983
,,,dust,"〈U〉ちり,ほこり  / 《a ~》土煙,砂ぼこり  / 〈U〉粉末,粉  / 《the ~》《文》遺骨,なきがら  / 〈U〉(死後の)土  / 〈U〉屈辱,恥  / 〈U〉つまらぬもの",/dʌst/,13192,I need to clean the dust off the shelves.,棚の上のちりを掃除しなければならない。,2997940
,,,emotion,"強い感情,感動,感激  / (喜怒哀楽などの)感情,情緒",/ɪˈmoʊʃən/,13833,She expressed her emotion through tears.,彼女は涙で自分の感情を表現した。,2998108
,,,enemy,"敵  / 《the~》《集合的に;《米》では単数扱い,《英》では単数・複数扱い》敵兵,敵軍;敵国  / (…を)害するもの,(…の)敵《+to(of)+名》",/ˈɛnəmi/,13988,He considered her his worst enemy.,彼は彼女を自分の最大の敵とみなしていた。,2998146
,,,environment,"環境,周囲の状況;《the~》自然環境",/ɪnˈvaɪərənmənt/,14169,We should all take responsibility for protecting the environment.,私たちはみんな環境を守る責任を持つべきです。,2998204
,,,encourage,勇気づける； 励ます； 奨励する,/ɪnˈkʌrɪdʒ/,13927,I encourage you to pursue your dreams.,私はあなたに夢を追求するように勧めます。,2998135
,,,exam,"〈C〉試験 , テスト /（医師の）検査, 診断",/ɪɡˈzæm/,14631,I have an exam tomorrow.,明日、試験があります。,2998304
,,,professional,"《名詞の前にのみ用いて》専門職の;(一般に)職業の  / 《名詞の前にのみ用いて》専門職に従事する;専門食の訓練を受けた  / (また《話》pro)本職の,プロの",/prəˈfɛʃənəl/,33534,He is a professional basketball player.,彼はプロのバスケットボール選手です。,3003198
,,,may,《推量》...かもしれない / 《許可》...してもよい / 《容認》...しても差し支えない / 《能力》...できる / 《文・願望》...しますように,/meɪ/,26170,She may come to the party tonight.,彼女は今夜のパーティーに来るかもしれません。,3001283
,,,meet,〈他〉に出会う / (紹介されて) ...と知り合いになる / 〈人〉と会う / 〈人〉を出迎える / 〈自〉会う / 〈人が〉会合する / 〈物が〉接触する /,/miːt/,26327,I will meet you at the station.,駅であなたに会いに行きます。,1623558
,,,might,《仮定法で》  《現在の事実と反対の仮定》…かもしれないのだが / 《過去の反対の推量》…したかもしれない / 《可能性・推量》ひょっとしたら...かもしれない / 《許可》…してもよい / 《提案・依頼》…してくれませんか / 《非難・不平》…してもよさそうなものだ,/maɪt/,26770,I might go to the party tonight.,今夜、パーティーに行くかもしれない。,3001445
,,,retire,"(…から)引退する,退職する《+from+名》  / 就寝する,床につく  / (…へ)引きこもる,退く,立ち去る《+to+名》  / (…から)…‘を'引退(退職)させる《+名+from+名》  / (野球で)〈打者〉‘を'アウトにする",/rɪˈtaɪər/,35908,He decided to retire from his job after working for 40 years.,彼は40年間働いた後、仕事を引退することを決めました。,3003827
